gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,lon,lat
2993588661,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:MAN-2:2017:M2:003207,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Parque Nacional Natural Corales del Rosario y San Bernardo, Isla Mangle Estación Mangle 2",Bolívar,PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,11.5,2.5,2017-07-21,21,7,2017,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Juan David González Corredor,NA,NA,2025-08-02T11:49:05Z,NA,COORDINATE_ROUNDED,-75.785556,9.779444
2993588654,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:CTI-1:2004:S2:001232,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Ensenada Sapzurro, Cabo Tiburón S Estación CTI 1",Chocó,PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,2.5,0.5,2004-06-07,7,6,2004,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Sonia Bejarano;Martha Alejandra Ortiz Del Rio,NA,NA,2025-08-02T11:49:05Z,NA,COORDINATE_ROUNDED,-77.358667,8.670417
2993588600,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:WLF-1:2011:S5:002690,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Reserva de Biosfera Sea Flower, Wild Life Estación WLF 1","Archipiélago de San Andrés, Providencia y Santa Catalina",PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,10.5,7.5,2011-09-01,1,9,2011,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Luis Alfonso Gómez;Tomás López Londoño,NA,NA,2025-08-02T11:49:05Z,NA,COORDINATE_ROUNDED;CONTINENT_COORDINATE_MISMATCH,-81.731233,12.513133
2993588591,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:CAP-1:2012:S1:002901,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,Ensenada Capurganá Estación CAP 1,Chocó,PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,2.5,0.5,2012-11-21,21,11,2012,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Kelly Gómez Campo;Raul Navas Camacho,NA,NA,2025-08-02T11:49:05Z,NA,COORDINATE_ROUNDED,-77.344667,8.639
2993588547,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:CHE-2:2009:S3:002369,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Parque Nacional Natural Tayrona, Bahía Chengue C2 Estación CHE 2",Magdalena,PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,10,7,2009-11-04,4,11,2009,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Angelica Batista;Raul Navas Camacho,NA,NA,2025-08-02T11:49:05Z,NA,COORDINATE_ROUNDED,-74.128611,11.329861
2993588522,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:CTI-2:2006:M3:001640,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Ensenada Sapzurro, Cabo Tiburón M Estación CTI 2",Chocó,PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,10.5,1.5,2006-07-27,27,7,2006,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Katherine Bernal,NA,NA,2025-08-02T11:49:05Z,NA,COORDINATE_ROUNDED,-77.356667,8.672167
2993588513,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:CEY-2:2008:M2:002144,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Parque Nacional Natural Corales del Rosario y San Bernardo, Isla Ceycen Estación CEY 2",Bolívar,PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,10.5,1.5,2008-10-02,2,10,2008,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Catalina Casas;Tomás López Londoño,NA,NA,2025-08-02T11:49:05Z,NA,COORDINATE_ROUNDED,-75.865833,9.705833
2993588477,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:TES-1:2009:M5:002310,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Parque Nacional Natural Corales del Rosario y San Bernardo, El Tesoro Estación TES 1",Bolívar,PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,12,7,2009-05-22,22,5,2009,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Gloria Castro;Raul Navas Camacho,NA,NA,2025-08-02T11:49:05Z,NA,COORDINATE_ROUNDED,-75.746444,10.234194
2993588476,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:CHE-1:2009:S3:002355,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Parque Nacional Natural Tayrona, Bahía Chengue C1 Estación CHE 1",Magdalena,PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,9.5,6.5,2009-11-04,4,11,2009,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Angelica Batista;Raul Navas Camacho,NA,NA,2025-08-02T11:49:05Z,NA,COORDINATE_ROUNDED,-74.128361,11.325611
2993588468,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:COC-1:2011:M3:002590,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Parque Nacional Natural Corales del Rosario y San Bernardo, La Coca Estación COC 1",Bolívar,PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,8.5,3.5,2011-05-11,11,5,2011,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Raul Navas Camacho;Tomás López Londoño,NA,NA,2025-08-02T11:49:05Z,NA,COORDINATE_ROUNDED,-75.788861,10.170889
2993588444,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:LIT-1:2007:S5:001962,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Reserva de Biosfera Sea Flower, little Reef Estación LIT 1","Archipiélago de San Andrés, Providencia y Santa Catalina",PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,4.5,1.5,2007-07-18,18,7,2007,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Alfredo Abril;Raul Navas Camacho,NA,NA,2025-08-02T11:49:05Z,NA,COORDINATE_ROUNDED;CONTINENT_COORDINATE_MISMATCH,-81.686283,12.584717
2993588277,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:ACU-2:2017:S5:003311,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Reserva de Biosfera Sea Flower, Acuario Estación ACU 2","Archipiélago de San Andrés, Providencia y Santa Catalina",PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,4.5,1.5,2017-09-02,2,9,2017,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Laura Sanchez Valencia,NA,NA,2025-08-02T11:49:05Z,NA,COORDINATE_ROUNDED;CONTINENT_COORDINATE_MISMATCH,-81.69695,12.548917
2993588262,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:CEY-1:2002:S2:000370,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Parque Nacional Natural Corales del Rosario y San Bernardo, Ceycen Estación CEY 1",Bolívar,PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,4.5,1.5,2002-05-03,3,5,2002,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Sonia Bejarano;Nelson Manrique,NA,NA,2025-08-02T11:49:05Z,NA,COORDINATE_ROUNDED,-75.866139,9.705528
2993588203,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:BAR-1:2006:S2:001758,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Reserva de Biosfera Sea Flower, The Bar Estación BAR 1","Archipiélago de San Andrés, Providencia y Santa Catalina",PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,10.5,1.5,2006-09-29,29,9,2006,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Nicasio Howard;Katherine Bernal,NA,NA,2025-08-02T11:49:05Z,NA,COORDINATE_ROUNDED;CONTINENT_COORDINATE_MISMATCH,-81.396967,13.367233
2993588192,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:AGU-1:2002:S3:000449,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Ensenada Capurganá, Punta del Aguacate, al fondo de la ensenada, Aguacate S Estación AGU 1",Chocó,PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,4.5,1.5,2002-07-02,2,7,2002,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Jaime Garzón Ferreira;Nelson Manrique,NA,NA,2025-08-02T11:49:05Z,NA,COORDINATE_ROUNDED,-77.326861,8.616722
2993587940,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:IFU-2:2009:S3:002237,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Isla Fuerte, Los Boyones Estación IFU 2",Bolívar,PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,8,1,2009-03-19,19,3,2009,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Johanna Carolina Vega Sequeda,NA,NA,2025-08-02T11:49:05Z,NA,COORDINATE_ROUNDED,-76.202278,9.371444
2993587934,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:MAZ-2:2007:M3:001889,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Reserva de Biosfera Sea Flower, Manzanillo Estación 2","Archipiélago de San Andrés, Providencia y Santa Catalina",PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,10,0,2007-07-08,8,7,2007,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Raul Navas Camacho,NA,NA,2025-08-02T11:49:05Z,NA,COORDINATE_ROUNDED;CONTINENT_COORDINATE_MISMATCH,-81.375278,13.313639
2993587845,f13e2caf-5093-4f9a-9de6-e38775b5a737,INVEMAR:SIMAC:InvVag:IFU-1:2009:M3:002252,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra lucunter,NA,SPECIES,"Echinometra lucunter (Linnaeus, 1758)",Echinometra lucunter,"(Linnaeus, 1758)",CO,"Isla Fuerte, Fondo Loco Estación IFU 1",Bolívar,PRESENT,NA,f072f648-b8a4-47a0-9e1c-89d790645b5a,NA,NA,NA,NA,11,1,2009-03-20,20,3,2009,2278861,2278861,HUMAN_OBSERVATION,Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar),NA,NA,NA,NA,NA,CC_BY_4_0,NA,Johanna Carolina Vega Sequeda,NA,NA,2025-08-02T11:49:05Z,NA,COORDINATE_ROUNDED,-76.207639,9.380111
